"All Establishment Details"
"January 2017"
"Report Date: 05/05/2017 11:10 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Alexander Seven, Inc.","120705208","Romeoville","5","237510.8000","222064.4500","15446.3500","71490.0000","56043.6500","15446.3500","4633.9400","3861.6200","772.3200",
"ALEXANDER'S RESTAURANT, INC.","130702326","Elgin","2","60131.2000","55091.4600","5039.7400","17435.0000","12395.2600","5039.7400","1511.9400","1259.9500","251.9900",
"Alfano's Restaurant, LTD.","140701980","Oregon","4","72293.8900","66172.4000","6121.4900","22601.0000","16479.5100","6121.4900","1836.4600","1530.3800","306.0800",
"Alfonso & Mau, Inc.","160702101","Beach Park","5","84451.4900","77447.4800","7004.0100","29003.0000","21999.1400","7003.8600","2101.2000","1751.0000","350.2000",
"ALGONQUIN SUSHI KING INC.","160702801","Algonquin","5","22068.4400","19453.3400","2615.1000","8325.0000","5709.9000","2615.1000","784.5300","653.7800","130.7500",
"ALIBI BAR & GRILL LTD.","150704430","St. Charles","5","14625.2400","13733.4000","891.8400","6486.0000","5615.1600","870.8400","261.2400","217.7000","43.5400",
"Alice B Krainock ","120707499","Danville","3","115426.4200","104851.4300","10574.9900","37403.0000","26828.0300","10574.9700","3172.5300","2643.7700","528.7600",
"Alice Coloni","120701373","Sesser","4","107000.8300","99593.6600","7407.1700","28295.0000","20887.8600","7407.1400","2222.2200","1851.8500","370.3700",
"All American Group LLC","160701558","Petersburg","5","175415.6800","159844.9300","15570.7500","56324.0000","40753.2500","15570.7500","4671.2500","3892.7100","778.5400",
"ALL SPORTS BAR & GRILL, INC.","120706714","McCullom Lake","5","147493.7600","129515.6600","17978.1000","55588.0000","37610.1200","17977.8800","5393.4300","4494.5200","898.9100",
"ALL-INN, INC.","140700568","Morton Grove","5","571911.4500","522128.6700","49782.7800","158045.0000","108262.1700","49782.8300","14934.9000","12445.7500","2489.1500",
"Allen L. Snow","140702863","Minonk","4","64176.6600","55970.5400","8206.1200","20597.0000","12390.8800","8206.1200","2461.8500","2051.5400","410.3100",
"Alley 64, INC.","160702383","St. Charles","5","410274.9900","378974.7200","31300.2700","156658.0000","125357.7300","31300.2700","9390.1700","7825.1400","1565.0300",
"ALLEY LOOP ENTERPRISES, LTD. ","120709777","Dixon","5","253482.7700","235149.6500","18333.1200","71539.0000","53205.8800","18333.1200","5499.9500","4583.3000","916.6500",
"ALONSO LLC","150702720","Waukegan","5","241938.7300","227921.9600","14016.7700","86964.0000","72947.1800","14016.8200","4205.0500","3504.2100","700.8400",
"Aloste, Inc.","120704411","Chicago Heights","5","270431.7700","246504.0100","23927.7600","95488.0000","71560.2400","23927.7600","7178.3300","5981.9400","1196.3900",
"AlphaBravo, LLC","120703137","East Peoria","5","166055.3800","150635.3200","15420.0600","53066.0000","37646.6300","15419.3700","4625.9000","3854.9100","770.9900",
"Alsip Memorial V.F.W. Post 450, Inc.","120907757","Alsip","5","197375.6700","177201.0400","20174.6300","66592.0000","46417.3700","20174.6300","6052.3900","5043.6600","1008.7300",
"ALSIP RESTAURANT AND LOUNGE, INC.","130700172","Alsip","5","393511.2300","360031.5400","33479.6900","128600.0000","95120.1700","33479.8300","10044.0200","8370.0200","1674.0000",
"Alton KG Management LLC","150701239","Alton","3","34502.4800","30378.4300","4124.0500","11996.0000","7871.6900","4124.3100","1237.3400","1031.1200","206.2200",
"Alton Lodge No. 951, Loyal Order of Moose","120801982","Godfrey","5","282236.9400","261966.9200","20270.0200","70991.0000","50721.2700","20269.7300","6081.0100","5067.5100","1013.5000",
"Alton Motorboat Club","120707317","Jersey County","3","15295.0800","14474.8100","820.2700","4485.0000","3664.8600","820.1400","246.0800","205.0600","41.0200",
"Alton Owls' Club","120713090","Alton","3","231022.3500","218696.0800","12326.2700","50111.0000","37784.7300","12326.2700","3697.9300","3081.6100","616.3200",
"Alton Post #126 American Legion","120911002","Alton","2","16894.1300","15586.8200","1307.3100","6367.0000","5059.6900","1307.3100","392.2100","326.8500","65.3600",
"Alton Post 1308, Veterans of Foreign Wars of the United States","120901471","Alton","5","199459.8600","187826.5700","11633.2900","46578.0000","34944.7100","11633.2900","3489.9700","2908.3100","581.6600",
"Alton Truck Stop LLC","140702039","Alton","5","481005.7200","453116.8100","27888.9100","145356.0000","117467.0900","27888.9100","8366.7500","6972.2900","1394.4600",
"Alton-Wood River Sportsmen's Club, Inc.","120701458","Godfrey","4","86454.6000","81607.1900","4847.4100","27477.0000","22629.5900","4847.4100","1454.2500","1211.8800","242.3700",
"ALTUR3, INC.","120702072","Machesney Park","5","243434.2200","231546.2300","11887.9900","67177.0000","55289.0400","11887.9600","3566.4500","2972.0400","594.4100",
"Alva Courier Post #487, The American Legion","120906055","Chester","4","167798.5000","150221.8000","17576.7000","52169.0000","34592.3000","17576.7000","5273.0800","4394.2400","878.8400",
"ALVM, INC.","150703796","Crest Hill","4","89242.0000","80236.6800","9005.3200","24564.0000","15558.6600","9005.3400","2701.6300","2251.3600","450.2700",
"Aly Anne's LLC","150702034","Pontiac","5","402080.1600","368283.3300","33796.8300","118104.0000","84307.4700","33796.5300","10138.9900","8449.1600","1689.8300",
"AMANDA J SCHMITT LLC","160700569","O'Fallon","3","131417.3300","118906.6600","12510.6700","45692.0000","33181.3300","12510.6700","3753.2200","3127.6900","625.5300",
"AMB Buffet, Inc.","130705916","Machesney Park","3","51570.7100","47286.5100","4284.2000","17304.0000","13019.6500","4284.3500","1285.3100","1071.0900","214.2200",
"Ambraw Post No. 2244, Veterans Of Foreign Wars of the United States","120902098","Lawrenceville","5","244575.6000","228569.1700","16006.4300","64038.0000","48031.5700","16006.4300","4801.9500","4001.6300","800.3200",
"Ambraw River Eagles #4475","120803010","Newton","4","43651.7300","38062.0600","5589.6700","16562.0000","10972.3800","5589.6200","1676.9500","1397.4600","279.4900",
"AMERICA'S BAR & GRILL LLC","140703956","Hoffman Estates","4","132433.6300","121217.6500","11215.9800","39542.0000","28326.0300","11215.9700","3364.8100","2804.0100","560.8000",
"American Hungarian Family Society","150700683","Bloomington","4","121607.8700","107134.4800","14473.3900","37370.0000","22896.5100","14473.4900","4342.0600","3618.3900","723.6700",
"American Legion Clarence V. Scheel Post No. 292 of Mascoutah, Illinois","120906386","Mascoutah","5","227050.8200","210029.2600","17021.5600","56710.0000","39688.4000","17021.6000","5106.4700","4255.3900","851.0800",
"American Legion Club of Flora, Illinois","120713107","Flora","5","231946.3800","212489.5400","19456.8400","72919.0000","53462.5700","19456.4300","5836.9800","4864.1500","972.8300",
"American Legion Elgin Post 57","130901993","Elgin","5","167151.1100","153886.9300","13264.1800","42588.0000","29323.8200","13264.1800","3979.3200","3316.1000","663.2200",
"American Legion Herrin's Prairie Post #645","120906680","Herrin","5","183750.7200","173934.5500","9816.1700","57443.0000","47626.8100","9816.1900","2944.9000","2454.0800","490.8200",
"AMERICAN LEGION MCDONOUGH COUNTY POST #6","120903486","Macomb","3","56781.1700","52255.2600","4525.9100","17250.0000","12724.3700","4525.6300","1357.6500","1131.3800","226.2700",
"American Legion Memorial Association of Thornton, Illinois","120909986","Thornton","5","77044.5000","70680.0100","6364.4900","22889.0000","16524.2100","6364.7900","1909.5200","1591.2700","318.2500",
"American Legion Philip Whiteside Post 1961 ","120907755","Orient","5","185774.3300","170873.7500","14900.5800","56345.0000","41444.0400","14900.9600","4470.3100","3725.2600","745.0500",
"AMERICAN LEGION POELKER POST NO. 321","120902310","New Baden","4","59353.8900","50524.3700","8829.5200","21499.0000","12669.4800","8829.5200","2648.9200","2207.4300","441.4900",
"American Legion Post #364","120905588","Carrier Mills","4","107177.2200","98683.0200","8494.2000","31963.0000","23468.7700","8494.2300","2548.3100","2123.6000","424.7100",
"American Legion Post #51","120906949","Westville","5","212294.7500","195860.4600","16434.2900","58781.0000","42346.7500","16434.2500","4930.3100","4108.5900","821.7200",
"American Legion Post #932","130900584","Sainte Marie","3","24796.0200","23733.6400","1062.3800","8857.0000","7794.6200","1062.3800","318.7200","265.6000","53.1200",
"AMERICAN LEGION POST 1198","120905409","Chicago Heights","5","191246.1900","176039.0400","15207.1500","60971.0000","45763.8500","15207.1500","4562.1800","3801.8200","760.3600",
"American Legion Post 227","120900363","East Moline","3","53321.8600","47985.7600","5336.1000","15690.0000","10353.9000","5336.1000","1600.8200","1334.0200","266.8000",
"American Legion Post 489 Yorkville ","120901989","Kendall County","5","173518.2900","161306.5900","12211.7000","59660.0000","47448.3000","12211.7000","3663.5600","3052.9700","610.5900",
"american legion post 71","120900215","Urbana","5","490186.2200","445413.0700","44773.1500","178119.0000","133345.8500","44773.1500","13432.0500","11193.3800","2238.6700",
"AMERICAN LEGION POST NO. 1231, LAKE IN THE HILLS, ILLINOIS","120907902","Lake In the Hills","4","79548.9900","73285.0200","6263.9700","29774.0000","23510.0300","6263.9700","1879.2300","1566.0200","313.2100",
"American Legion Post No. 287 Inc.  ","120904755","Rantoul","3","30218.5800","27180.8400","3037.7400","11224.0000","8186.2600","3037.7400","911.3500","759.4600","151.8900",
"American Legion Post No.100, Inc.","120911008","Tazewell County","2","13905.9800","12038.6500","1867.3300","4556.0000","2688.6700","1867.3300","560.2400","466.8700","93.3700",
"AMERICAN LEGION STEGER POST NO. 521 STEGER, ILLINOIS","120908989","Steger","5","235152.4200","218179.8500","16972.5700","71537.0000","54564.4300","16972.5700","5091.8500","4243.2100","848.6400",
"American Legion Stookey Post 1255","120902953","St. Clair County","5","143647.5900","131054.8100","12592.7800","39684.0000","27091.1500","12592.8500","3777.9100","3148.2600","629.6500",
"American Legion Timmerman Benhoff Post 252 Breese, Ill.","120900597","Breese","4","109999.1000","101358.4600","8640.6400","36929.0000","28288.3600","8640.6400","2592.2300","2160.1900","432.0400",
"AMERICAN LEGION, EAST ALTON POST #794","120906952","East Alton","5","165052.8600","153246.2800","11806.5800","46358.0000","34551.3700","11806.6300","3541.9900","2951.6600","590.3300",
"American Legion, Louis E. Davis Post #56, Inc.","150902962","Bloomington","3","8172.4100","8255.0300","-82.6200","1790.0000","1872.6200","-82.6200","-24.7600","-20.6400","-4.1200",
"American Lombardi Society","130705384","Rockford","5","397951.1100","365806.9100","32144.2000","125157.0000","93012.8000","32144.2000","9643.3300","8036.1100","1607.2200",
"American Luxemburger Independent Club ","120713093","Aurora","5","226412.2800","208322.3700","18089.9100","62576.0000","44486.1400","18089.8600","5426.9800","4522.4800","904.5000",
"AMES, INC.","140704083","McHenry County","4","4556.9400","4361.8100","195.1300","1245.0000","1049.8700","195.1300","58.5400","48.7800","9.7600",
"AMF Bowling Centers, Inc.","120707904","Lyons","5","77300.8800","69588.8000","7712.0800","27735.0000","20022.9200","7712.0800","2313.6600","1928.0500","385.6100",
"AMF Bowling Centers, Inc.","120707827","Springfield","5","178605.5800","163163.2500","15442.3300","57415.0000","41972.6700","15442.3300","4632.7500","3860.6200","772.1300",
"Amos Jefferson Co. Inc.","120700415","Sangamon County","5","244425.6400","226103.0500","18322.5900","87888.0000","69565.3600","18322.6400","5496.8500","4580.7100","916.1400",
"AMSIA MARKET LLC","160700612","Jerome","5","445949.0500","405730.7300","40218.3200","164405.0000","124186.6800","40218.3200","12065.5100","10054.5900","2010.9200",
"AMVET Paul Towne Memorial Post #169","120912052","North Pekin","4","65222.6500","58579.4900","6643.1600","19855.0000","13211.8200","6643.1800","1993.0200","1660.8500","332.1700",
"Amvets Greater Peoria Post No. 64","120900192","Peoria","5","143958.1900","128381.3900","15576.8000","59003.0000","43426.0300","15576.9700","4673.1700","3894.3100","778.8600",
"AMVETS POST # 103","120909532","Aurora","5","237915.0200","214257.5900","23657.4300","75363.0000","51705.5700","23657.4300","7097.3200","5914.4300","1182.8900",
"Amvets Post #16","150904263","Litchfield","4","28676.8200","25379.7800","3297.0400","9132.0000","5834.9600","3297.0400","989.1800","824.3200","164.8600",
"Amvets Post #204 ","120902094","Madison","5","117189.5500","107671.9700","9517.5800","34368.0000","24850.4200","9517.5800","2855.2700","2379.3900","475.8800",
"Amvets, Fisher Post 52 of the Illinois State Department of Amvets, Inc.","150903784","Fisher","3","45290.7000","42254.6900","3036.0100","14085.0000","11048.9900","3036.0100","910.8100","759.0100","151.8000",
"Amy Coffman","150701690","Vermont","2","22492.1200","21428.7900","1063.3300","5617.0000","4553.6700","1063.3300","319.0200","265.8500","53.1700",
"ANC Rainbow, Inc.","120710858","Decatur","5","274630.7100","253286.3800","21344.3300","91786.0000","70441.7100","21344.2900","6403.2900","5336.0700","1067.2200",
"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.","120710859","Springfield","4","106448.2900","97450.8300","8997.4600","38493.0000","29495.5400","8997.4600","2699.2900","2249.4100","449.8800",
"Andres H Orozco","120705643","Galesburg","5","151495.0800","135230.8200","16264.2600","45720.0000","29455.7400","16264.2600","4879.3200","4066.1100","813.2100",
"Andrew & Clay Butler","120705647","Highland","3","40812.5200","35637.1700","5175.3500","21178.0000","16002.6500","5175.3500","1552.6700","1293.8900","258.7800",
"ANDREW G YOUNGER","120701995","Whiteside County","5","124405.8500","112032.9100","12372.9400","40676.0000","28304.0800","12371.9200","3711.6000","3093.0000","618.6000",
"Andrew Gosney","160700432","Quincy","2","83896.8100","79430.8500","4465.9600","22094.0000","17628.0400","4465.9600","1339.8200","1116.5200","223.3000",
"Andrew Waters","120707913","Monmouth","5","213401.1400","197262.3800","16138.7600","72934.0000","56795.3800","16138.6200","4841.6100","4034.6700","806.9400",
"Andrew's Mart, Inc.","131004484","Meredosia","5","152032.8900","140298.7500","11734.1400","50184.0000","38449.6500","11734.3500","3520.3100","2933.5900","586.7200",
"ANDY AND SOPHIE'S, INC.","120709797","Joliet","3","64187.9300","56548.8800","7639.0500","18119.0000","10479.8600","7639.1400","2291.7600","1909.8000","381.9600",
"ANDY'S DAM INN, INC.","120700490","Wheeling","4","128690.2900","118716.6300","9973.6600","48464.0000","38490.3400","9973.6600","2992.1400","2493.4500","498.6900",
"ANG RESTAURANT, INC.","150700666","Antioch","5","284685.3200","260185.5400","24499.7800","99120.0000","74620.0400","24499.9600","7350.0300","6125.0300","1225.0000",
"Angel Duffy","140701265","Ottawa","5","85449.8100","77571.3500","7878.4600","29039.0000","21160.5400","7878.4600","2363.5600","1969.6400","393.9200",
"Angela Perry","120707640","Sullivan","4","134450.4900","120156.1300","14294.3600","39177.0000","24882.5100","14294.4900","4288.4000","3573.6700","714.7300",
"Angela Perry","160701337","Sullivan","3","1360.8900","1176.1800","184.7100","667.0000","482.2900","184.7100","55.4000","46.1600","9.2400",
"Angela's Best Shot, Inc.","160703452","Momence","5","4127.7900","3640.0600","487.7300","1189.0000","701.2700","487.7300","146.3200","121.9300","24.3900",
"Angels In The Outfield, Incorporated","140703631","Belgium","5","73861.3300","66155.1000","7706.2300","27282.0000","19576.6600","7705.3400","2311.6800","1926.4000","385.2800",
"Ani Petros","120711520","Walnut","3","113934.2800","99673.6100","14260.6700","41021.0000","26760.1800","14260.8200","4278.2900","3565.2400","713.0500",
"Ann-Lee Management, Inc.","120701991","Machesney Park","5","267000.0200","252345.6400","14654.3800","84779.0000","70124.6200","14654.3800","4396.3300","3663.6100","732.7200",
"Anna Lodge No. 1346, Loyal Order of Moose","120807292","Anna","5","120773.3400","112071.1600","8702.1800","35509.0000","26806.8000","8702.2000","2610.7000","2175.5900","435.1100",
"Anna's Cafe LLC - Belvidere","160701745","Belvidere","5","315437.8000","284659.5900","30778.2100","95699.0000","64920.7900","30778.2100","9233.4900","7694.5800","1538.9100",
"Anna's Cafe LLC - Cicero","140703121","Cicero","5","535298.8700","485680.4900","49618.3800","197652.0000","148033.7500","49618.2500","14885.5100","12404.6000","2480.9100",
"ANNA'S CAFE LLC - HOFFMAN ESTATES","140703654","Hoffman Estates","5","200086.0000","184562.5200","15523.4800","58768.0000","43244.7700","15523.2300","4657.0100","3880.8400","776.1700",
"Anna's Cafe LLC - North Riverside","150703494","North Riverside","5","463868.3400","427212.6400","36655.7000","151623.0000","114967.3000","36655.7000","10996.6700","9163.8900","1832.7800",
"ANNA'S CAFE LLC - NORTHLAKE","150700125","Northlake","5","284664.5600","256469.3400","28195.2200","90475.0000","62279.7800","28195.2200","8458.6300","7048.8600","1409.7700",
"Anna's Cafe Place LLC","130706234","Westchester","5","592546.5900","549086.4300","43460.1600","211829.0000","168368.7900","43460.2100","13038.1000","10865.0900","2173.0100",
"Anna's Cafe Place, LLC","160700724","Westmont","5","376210.8000","345724.2800","30486.5200","113678.0000","83191.4800","30486.5200","9146.0200","7621.6800","1524.3400",
"Anna-Jonesboro, Illinois Lodge No. 1641 BPO of Elks of the USA","120805216","Anna","5","252509.9700","235810.2100","16699.7600","88454.0000","71754.2400","16699.7600","5009.9300","4174.9500","834.9800",
"ANNABCICERO INC.","160700224","Cicero","5","798643.6500","733290.0800","65353.5700","285185.0000","219831.9000","65353.1000","19606.0000","16338.3300","3267.6700",
"Anne's Hide-A-Way, LLC","130706096","Naplate","2","22240.2900","21797.8200","442.4700","5778.0000","5335.5200","442.4800","132.7600","110.6300","22.1300",
