"All Establishment Details"
"February 2017"
"Report Date: 05/05/2017 11:07 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Blackhawk Restaurant Group LLC Series 621ROakbrookT","130703407","Oakbrook Terrace","5","778202.8600","716072.7000","62130.1600","221159.0000","159028.8400","62130.1600","18639.0700","15532.5600","3106.5100",
"Blackhawk Restaurant Group LLC Series 6969Berwyn","130706517","Berwyn","5","763977.8300","705626.5800","58351.2500","243614.0000","185262.7500","58351.2500","17505.4000","14587.8400","2917.5600",
"Blackhawk Restaurant Group LLC Series BCElkGrove","130703334","Elk Grove Village","5","869915.0100","805464.9600","64450.0500","241700.0000","177249.9500","64450.0500","19335.0600","16112.5500","3222.5100",
"Blackhawk Restaurant Group LLC Series BSBartlett","130702147","Bartlett","5","720065.6400","662605.0600","57460.5800","181671.0000","124210.4200","57460.5800","17238.2700","14365.2200","2873.0500",
"Blackhawk Restaurant Group LLC Series BSBartonville","150702816","Bartonville","5","463055.3000","421698.6000","41356.7000","127162.0000","85805.3000","41356.7000","12407.0600","10339.2200","2067.8400",
"Blackhawk Restaurant Group LLC Series CCCalumet","130704586","Calumet City","5","850778.4000","782768.2100","68010.1900","290026.0000","222015.8100","68010.1900","20403.1300","17002.6100","3400.5200",
"Blackhawk Restaurant Group LLC Series CCCCrest","130700046","Crest Hill","5","641938.3200","586979.5500","54958.7700","184505.0000","129546.2300","54958.7700","16487.7200","13739.7700","2747.9500",
"Blackhawk Restaurant Group LLC Series CCChampaign","150701651","Champaign","5","389546.5900","365357.8200","24188.7700","126689.0000","102500.2300","24188.7700","7256.6500","6047.2100","1209.4400",
"Blackhawk Restaurant Group LLC Series CCPekin","130700237","Pekin","5","549930.6300","507400.8200","42529.8100","157889.0000","115359.1900","42529.8100","12758.9700","10632.4800","2126.4900",
"Blackhawk Restaurant Group LLC Series CSElkGrove","130703335","Elk Grove Village","5","823081.5300","769014.8200","54066.7100","231448.0000","177381.2900","54066.7100","16220.0600","13516.7200","2703.3400",
"Blackhawk Restaurant Group LLC Series CTNormal","150700143","Normal","5","294537.9400","269059.6400","25478.3000","82682.0000","57203.7000","25478.3000","7643.5200","6369.6000","1273.9200",
"Blackhawk Restaurant Group LLC Series ECElmwoodPark","130706172","Elmwood Park","5","773055.1200","713866.8100","59188.3100","235657.0000","176468.6900","59188.3100","17756.5600","14797.1300","2959.4300",
"Blackhawk Restaurant Group LLC Series EGAElkGrove","130703230","Elk Grove Village","5","744621.3200","686164.5800","58456.7400","195200.0000","136743.2600","58456.7400","17537.0500","14614.2100","2922.8400",
"Blackhawk Restaurant Group LLC Series FVPHoffman","130702145","Hoffman Estates","5","404824.6900","373726.8600","31097.8300","106287.0000","75189.1700","31097.8300","9329.4100","7774.5100","1554.9000",
"Blackhawk Restaurant Group LLC Series GPChampaign","130706171","Champaign","5","418038.2400","380345.0600","37693.1800","138522.0000","100828.8200","37693.1800","11308.0400","9423.3600","1884.6800",
"Blackhawk Restaurant Group LLC Series GSCHanover Park","150701654","Hanover Park","5","796165.8300","741244.3700","54921.4600","225806.0000","170884.5400","54921.4600","16476.5200","13730.4300","2746.0900",
"Blackhawk Restaurant Group LLC Series HCBridgeview","160700763","Bridgeview","5","493555.2100","455777.2900","37777.9200","158838.0000","121060.0800","37777.9200","11333.3900","9444.5000","1888.8900",
"Blackhawk Restaurant Group LLC Series HCSycamore","120712924","Sycamore","5","491972.3000","456076.5100","35895.7900","141431.0000","105535.2100","35895.7900","10768.7700","8973.9800","1794.7900",
"Blackhawk Restaurant Group LLC Series HVSCHoffman","120712263","Hoffman Estates","5","556528.7600","513043.3600","43485.4000","167602.0000","124116.6000","43485.4000","13045.6400","10871.3600","2174.2800",
"Blackhawk Restaurant Group LLC Series HWCicero","130704382","Cicero","5","866958.8500","797977.1100","68981.7400","280009.0000","211027.2600","68981.7400","20694.5500","17245.4600","3449.0900",
"Blackhawk Restaurant Group LLC Series JCJoliet","130702146","Joliet","5","590046.3600","548045.2900","42001.0700","162767.0000","120765.9300","42001.0700","12600.3400","10500.2900","2100.0500",
"Blackhawk Restaurant Group LLC Series JCWestmont","130704289","Westmont","5","831043.5700","771113.0900","59930.4800","217783.0000","157852.5200","59930.4800","17979.2100","14982.6800","2996.5300",
"Blackhawk Restaurant Group LLC Series LCChicagoHeights","160700765","Chicago Heights","5","733315.5500","672785.0300","60530.5200","240696.0000","180165.4800","60530.5200","18159.2500","15132.7100","3026.5400",
"Blackhawk Restaurant Group LLC Series LPMorton","120712349","Morton Grove","5","1351090.6800","1257817.1800","93273.5000","354385.0000","261111.5000","93273.5000","27982.1600","23318.4700","4663.6900",
"Blackhawk Restaurant Group LLC Series LVSLemont","120712967","Lemont","5","593501.0400","539061.6700","54439.3700","172199.0000","117759.6300","54439.3700","16331.8500","13609.8800","2721.9700",
"Blackhawk Restaurant Group LLC Series MattesonPlaza","130702951","Matteson","5","693192.7200","635163.9800","58028.7400","217806.0000","159777.2600","58028.7400","17408.7200","14507.2700","2901.4500",
"Blackhawk Restaurant Group LLC Series McHenryG","150702324","McHenry","5","782201.5300","715512.7000","66688.8300","223048.0000","156359.1700","66688.8300","20006.7200","16672.2700","3334.4500",
"Blackhawk Restaurant Group LLC Series MMCalumet Park","150702992","Calumet Park","5","990693.9100","910043.2700","80650.6400","316023.0000","235372.3600","80650.6400","24195.2200","20162.6800","4032.5400",
"Blackhawk Restaurant Group LLC Series MPElkGrove","130703229","Elk Grove Village","5","704182.4400","638825.2400","65357.2000","206682.0000","141324.8000","65357.2000","19607.1900","16339.3300","3267.8600",
"Blackhawk Restaurant Group LLC Series OLPOaklawn","130705845","Oak Lawn","5","912898.8000","839475.6500","73423.1500","269726.0000","196302.8500","73423.1500","22027.0200","18355.8600","3671.1600",
"Blackhawk Restaurant Group LLC Series OTSOakbrook","120712571","Oakbrook Terrace","5","719475.7800","657859.6200","61616.1600","213994.0000","152377.8400","61616.1600","18484.8600","15404.0600","3080.8000",
"Blackhawk Restaurant Group LLC Series PCProspect","130702439","Prospect Heights","5","870325.9300","808129.4000","62196.5300","245826.0000","183629.4700","62196.5300","18658.9600","15549.1400","3109.8200",
"Blackhawk Restaurant Group LLC Series PdeCicero","140701060","Cicero","5","714964.2700","653033.6500","61930.6200","233202.0000","171271.3800","61930.6200","18579.2800","15482.7400","3096.5400",
"Blackhawk Restaurant Group LLC Series RLCommons","160702377","Round Lake Beach","5","612058.6500","563414.1100","48644.5400","187151.0000","138506.4600","48644.5400","14593.4400","12161.2100","2432.2300",
"Blackhawk Restaurant Group LLC Series RPCalumet","130702440","Calumet Park","5","960708.2000","879262.1900","81446.0100","316854.0000","235407.9900","81446.0100","24433.9100","20361.5900","4072.3200",
"Blackhawk Restaurant Group LLC Series SBPeoria","130703408","Peoria","5","938275.9500","860691.7200","77584.2300","248299.0000","170714.7700","77584.2300","23275.3400","19396.1200","3879.2200",
"Blackhawk Restaurant Group LLC Series SCCalumet City","150702325","Calumet City","5","821484.5400","751360.0800","70124.4600","272695.0000","202570.5400","70124.4600","21037.3900","17531.1600","3506.2300",
"Blackhawk Restaurant Group LLC Series SPBridgeview","130706518","Bridgeview","5","801407.2200","740970.3800","60436.8400","233793.0000","173356.1600","60436.8400","18131.1500","15109.3000","3021.8500",
"Blackhawk Restaurant Group LLC Series TPMelrose","130701316","Melrose Park","5","597702.1100","546685.0700","51017.0400","179136.0000","128118.9400","51017.0600","15305.1300","12754.2700","2550.8600",
"Blackhawk Restaurant Group LLC Series UCUrbana","140701843","Urbana","5","658736.1100","604431.9700","54304.1400","211437.0000","157132.8800","54304.1200","16291.3400","13576.1200","2715.2200",
"Blackhawk Restaurant Group LLC Series VDVillaPark","130702815","Villa Park","5","771817.1900","726140.2000","45676.9900","225095.0000","179418.0100","45676.9900","13703.1000","11419.2600","2283.8400",
"Blackhawk Restaurant Group LLC Series WCMorton","120711572","Morton Grove","5","1283973.0500","1190657.8300","93315.2200","378378.0000","285062.7800","93315.2200","27994.6100","23328.8500","4665.7600",
"Blackhawk Restaurant Group LLC Series WCWestchester ","140701845","Westchester","5","994190.5100","917698.7100","76491.8000","307355.0000","230863.2000","76491.8000","22947.5900","19122.9900","3824.6000",
"Blackhawk Restaurant Group LLC Series WCWoodstock","130703329","Woodstock","5","821123.3200","761787.8500","59335.4700","268083.0000","208747.5300","59335.4700","17800.6600","14833.8800","2966.7800",
"Blackhawk Restaurant Group LLC Series WPCountryside","120712758","Countryside","5","949770.4400","881285.7900","68484.6500","255718.0000","187233.3500","68484.6500","20545.4400","17121.2000","3424.2400",
"Blackhawk Restaurant Group LLC SPMerrionettePark","140701844","Merrionette Park","5","896796.2500","821775.1000","75021.1500","269018.0000","193996.8500","75021.1500","22506.4200","18755.3500","3751.0700",
"Blackhawk Restaurant Group, LCC Series TPNRiverside","120712984","North Riverside","5","683364.6800","633890.0300","49474.6500","211672.0000","162197.3500","49474.6500","14842.4100","12368.6700","2473.7400",
"Blackhawk Restaurant Group, LLC Series ACAntioch","130702441","Antioch","5","815009.8000","751601.3300","63408.4700","255527.0000","192118.5300","63408.4700","19022.6300","15852.1900","3170.4400",
"Blackhawk Restaurant Group, LLC Series AGMAddison","130705201","Addison","5","821170.8600","757138.0100","64032.8500","226594.0000","162543.1500","64050.8500","19215.3400","16012.7800","3202.5600",
"Blackhawk Restaurant Group, LLC Series APAlsip","130702143","Alsip","5","761590.9000","693911.8000","67679.1000","249916.0000","182236.9000","67679.1000","20303.8200","16919.8600","3383.9600",
"Blackhawk Restaurant Group, LLC Series CC2Romeoville","130703682","Romeoville","5","477849.6000","438191.9300","39657.6700","143387.0000","103729.3300","39657.6700","11897.3600","9914.4700","1982.8900",
"Blackhawk Restaurant Group, LLC Series HCHickoryHills","130701886","Hickory Hills","5","788888.7800","727094.0500","61794.7300","239662.0000","177867.2700","61794.7300","18538.5000","15448.7500","3089.7500",
"Blackhawk Restaurant Group, LLC Series HPHanoverPark","130704323","Hanover Park","5","638369.3600","594133.5600","44235.8000","195825.0000","151589.2000","44235.8000","13270.8000","11059.0000","2211.8000",
"Blackhawk Restaurant Group, LLC Series MSQSBeloit","130703328","South Beloit","5","755105.7400","700096.0100","55009.7300","191878.0000","136868.2700","55009.7300","16503.0100","13752.5100","2750.5000",
"Blackhawk Restaurant Group, LLC Series OPChicagoH","130702604","Chicago Heights","5","812355.6100","742599.3700","69756.2400","255910.0000","186153.7600","69756.2400","20926.9100","17439.1000","3487.8100",
"Blackhawk Restaurant Group, LLC Series RCCrestwood","130702121","Crestwood","5","736498.0000","683840.9200","52657.0800","226366.0000","173708.9200","52657.0800","15797.1700","13164.3100","2632.8600",
"Blackhawk Restaurant Group, LLC Series RPLockport","130702804","Lockport","5","867183.3300","794320.9900","72862.3400","230312.0000","157449.6600","72862.3400","21858.7700","18215.6400","3643.1300",
"Blackhawk Restaurant Group, LLC Series RSPSavoy","120712968","Savoy","5","727545.3100","671908.6200","55636.6900","210683.0000","155046.3100","55636.6900","16691.0100","13909.1700","2781.8400",
"Blackhawk Restaurant Group, LLC Series VCOakbrook","130700016","Oakbrook Terrace","5","558979.4500","517717.1100","41262.3400","149982.0000","108719.6600","41262.3400","12378.7600","10315.6300","2063.1300",
"Blackjack's Group, INC.","160701449","Berwyn","5","465790.4400","418522.6400","47267.8000","164871.0000","117603.3000","47267.7000","14180.3100","11816.9300","2363.3800",
"Blacktop Inn, Inc.","120708844","Tazewell County","5","246458.4600","228841.8200","17616.6400","82363.0000","64746.3600","17616.6400","5285.0100","4404.1700","880.8400",
"Blakehint, Inc.","140700764","Salem","3","81748.5900","78143.8300","3604.7600","18348.0000","14743.2400","3604.7600","1081.4600","901.2100","180.2500",
"BLARNEY STONE, INC.","120700730","Oak Forest","5","341458.3000","321039.3900","20418.9100","94736.0000","74317.0900","20418.9100","6125.7500","5104.7900","1020.9600",
"Blerim Alimi LLC","160701751","Wood River","4","81779.1600","74840.6900","6938.4700","25863.0000","18924.5300","6938.4700","2081.5800","1734.6500","346.9300",
"Blerim Zendeli","150701145","Mendota","4","160294.1600","152217.1200","8077.0400","48661.0000","40583.9600","8077.0400","2423.1100","2019.2600","403.8500",
"Blind Eye's Blue Note, Inc.","160701552","Kirkland","3","30598.2200","28314.7800","2283.4400","9519.0000","7235.5600","2283.4400","685.0400","570.8600","114.1800",
"BLIND MICE, INC.","130705619","Lake County","5","408827.1200","376154.2500","32672.8700","128919.0000","96246.1300","32672.8700","9801.9600","8168.3000","1633.6600",
"Bloomington F.O.E. #527","120807649","Bloomington","4","222044.2600","211209.5400","10834.7200","64806.0000","53971.2800","10834.7200","3250.4800","2708.7400","541.7400",
"Bloomington Lodge No. 745 Loyal Order of Moose","120807123","Bloomington","5","207923.6300","197817.6400","10105.9900","71590.0000","61484.0100","10105.9900","3031.8700","2526.5600","505.3100",
"BLT ONE, INC.","130702716","McHenry County","5","52942.5100","44406.9400","8535.5700","21167.0000","12631.4300","8535.5700","2560.6700","2133.9000","426.7700",
"Blue Boar Inn, Inc.","120712008","Kane County","4","159936.5500","145539.7200","14396.8300","43311.0000","28914.1700","14396.8300","4319.0900","3599.2500","719.8400",
"Blue Grouch, Inc.","120706580","Sangamon County","5","196226.1300","184479.4200","11746.7100","62389.0000","50642.0100","11746.9900","3524.0700","2936.7200","587.3500",
"Blue Horizons Enterprises Inc.","160700953","Wauconda","5","302427.4400","276027.1000","26400.3400","97982.0000","71535.5600","26446.4400","7933.9300","6611.6100","1322.3200",
"Blue Horizons Enterprises Inc.","160702108","Lake Zurich","5","289876.9200","268636.5900","21240.3300","83380.0000","62139.6700","21240.3300","6372.2000","5310.1700","1062.0300",
"Blue Mule, Inc.","120702290","Paris","5","325650.5400","303628.3100","22022.2300","84798.0000","62775.7200","22022.2800","6606.7100","5505.5900","1101.1200",
"Blue Note Enterprises, LLC","140704334","Bloomington","2","25049.7800","24404.2800","645.5000","8606.0000","7960.5000","645.5000","193.6800","161.4000","32.2800",
"Blue Water Bar Inc.","120704733","Brookfield","5","93561.4700","84549.8500","9011.6200","34666.0000","25654.3800","9011.6200","2703.4900","2252.9100","450.5800",
"Blue's Hideaway, Inc.","160701037","Sterling","5","121833.4000","111636.3900","10197.0100","42657.0000","32459.8600","10197.1400","3059.1800","2549.3200","509.8600",
"Blues Bros., Inc. ","120711287","Macon","5","148633.0300","136756.8000","11876.2300","47129.0000","35252.5800","11876.4200","3562.9400","2969.1200","593.8200",
"Bluetick Hospitality, LLC","150703868","Lansing","5","91061.9900","82931.6300","8130.3600","22465.0000","14334.6400","8130.3600","2439.1700","2032.6400","406.5300",
"BLUFF CITY GRILL, LLC","160703352","Alton","5","105239.9700","96537.1500","8702.8200","36930.0000","28227.1800","8702.8200","2610.8600","2175.7200","435.1400",
"Bluford American Legion Post 1193","120908509","Jefferson County","5","334651.8200","316973.6100","17678.2100","89260.0000","71581.4200","17678.5800","5303.6600","4419.7200","883.9400",
"BN SCHREIBER INC","160701614","Worden","3","155779.5800","143523.1100","12256.4700","36646.0000","24389.6400","12256.3600","3676.9900","3064.1600","612.8300",
"BNN Enterprises, LLC D/B/A Smoke Rings, Etc.","150702323","Eureka","5","129706.1500","121993.1800","7712.9700","38277.0000","30564.0400","7712.9600","2313.9000","1928.2500","385.6500",
"BNPPC, LLC","160701256","South Elgin","3","55073.8500","51080.6400","3993.2100","18896.0000","14902.7700","3993.2300","1198.0200","998.3500","199.6700",
"Bo-Jacs, Inc.","120702285","Wood River","5","180650.3100","165877.6900","14772.6200","50514.0000","35741.2800","14772.7200","4431.7800","3693.1500","738.6300",
